1011	87	181	57	114
1012	116	181	59	118
1013	216	182	60	120
1014	274	175	60	120
1015	304	182	56	111
1016	347	184	56	111
1017	428	182	57	114
1021	87	181	57	114
1022	116	181	59	118
1023	216	182	60	120
1024	274	175	60	120
1025	304	182	56	111
1026	347	184	56	111
1027	428	182	57	114
1031	52	176	58	115
1032	88	178	58	116
1033	185	179	60	120
1035	274	176	60	120
1036	303	186	55	110
1037	346	184	54	108
1038	434	189	55	109
1041	51	189	58	115
1042	86	191	57	114
1043	185	192	60	121
1045	285	185	64	129
1046	317	195	58	116
1047	366	198	56	111
1048	459	199	56	111
1051	60	182	58	116
1052	95	183	59	118
1053	194	187	61	121
1055	308	183	65	130
1056	345	191	58	116
1057	407	192	56	111
1058	493	198	56	111
1061	69	185	58	116
1062	106	188	58	116
1063	209	194	59	119
1064	329	185	66	133
1065	375	197	58	115
1066	442	198	58	116
1067	537	206	56	113
1071	69	181	59	118
1072	109	187	58	115
1073	226	189	62	123
1074	344	185	67	133
1075	404	196	60	120
1076	476	200	56	111
1077	574	203	58	116
1081	73	183	59	117
1082	115	186	59	117
1083	250	191	61	121
1084	364	180	69	138
1085	422	194	62	124
1086	513	195	58	117
1087	613	200	59	119
1091	66	181	59	117
1092	108	183	59	117
1094	259	184	63	126
1095	380	181	69	137
1096	431	191	65	129
1097	540	194	60	119
1098	643	199	60	119
1101	58	183	60	119
1102	108	187	58	115
1104	276	192	63	126
1105	428	189	68	135
1106	450	195	64	127
1111	56	182	60	120
1112	113	187	58	116
1114	301	193	65	130
1115	428	186	70	139
1116	478	195	65	129
1117	621	198	60	120
1121	44	185	59	118
1122	111	187	58	117
1124	318	197	63	126
1125	450	181	73	146
1126	499	198	64	127
1131	44	179	61	121
1132	111	181	59	118
1133	181	193	55	110
1134	333	191	68	135
1135	471	184	74	147
1136	522	190	69	138
1141	41	177	59	119
1142	111	180	59	117
1143	170	190	56	111
1144	358	185	71	142
1145	495	177	76	152
1146	550	192	67	135
1151	40	177	62	124
1152	114	182	57	114
1153	165	189	57	114
1154	383	189	71	141
1155	525	179	77	154
1156	585	190	68	136
1157	622	181	79	157
1161	43	179	61	122
1162	115	183	58	115
1163	160	192	56	112
1164	411	192	71	143
1165	548	176	77	154
1166	593	185	75	150
1171	43	177	60	119
1172	112	179	60	119
1173	155	191	56	112
1174	437	183	75	150
1175	558	181	75	150
1181	41	176	61	122
1182	112	182	57	113
1183	147	193	55	111
1184	462	186	77	154
1185	526	184	75	150
1186	600	174	79	158
1191	44	173	62	123
1192	116	179	57	114
1193	146	193	55	109
1194	497	181	78	155
1195	634	174	77	154
1201	44	177	59	118
