100101	1001
100102	1001
100103	1001
100104	1001
100105	1001
100106	1001
100107	1001
100201	1002
100202	1002
100203	1002
100204	1002
100205	1002
100206	1002
100207	1002
100301	1003
100302	1003
100303	1003
100305	1003
100306	1003
100307	1003
100308	1003
100401	1004
100402	1004
100403	1004
100405	1004
100406	1004
100407	1004
100408	1004
100501	1005
100502	1005
100503	1005
100505	1005
100506	1005
100507	1005
100508	1005
100601	1006
100602	1006
100603	1006
100604	1006
100605	1006
100606	1006
100607	1006
100701	1007
100702	1007
100703	1007
100704	1007
100705	1007
100706	1007
100707	1007
100801	1008
100802	1008
100803	1008
100804	1008
100805	1008
100806	1008
100807	1008
100901	1009
100902	1009
100904	1009
100905	1009
100906	1009
100907	1009
100908	1009
101001	1010
101002	1010
101004	1010
101005	1010
101006	1010
101101	1011
101102	1011
101104	1011
101105	1011
101106	1011
101107	1011
101201	1012
101202	1012
101204	1012
101205	1012
101206	1012
101301	1013
101302	1013
101303	1013
101304	1013
101305	1013
101306	1013
101401	1014
101402	1014
101403	1014
101404	1014
101405	1014
101406	1014
101501	1015
101502	1015
101503	1015
101504	1015
101505	1015
101506	1015
101507	1015
101601	1016
101602	1016
101603	1016
101604	1016
101605	1016
101606	1016
101701	1017
101702	1017
101703	1017
101704	1017
101705	1017
101801	1018
101802	1018
101803	1018
101804	1018
101805	1018
101806	1018
101901	1019
101902	1019
101903	1019
101904	1019
101905	1019
102001	1020
102002	1020
102003	1020
102004	1020
102005	1020
102101	1021
102102	1021
102103	1021
102104	1021
102105	1021
102201	1022
102202	1022
102203	1022
102204	1022
102205	1022
102301	1023
102302	1023
102303	1023
102304	1023
102305	1023
102401	1024
102402	1024
102403	1024
102404	1024
102405	1024
102501	1025
102502	1025
102503	1025
102504	1025
102505	1025
102506	1025
102601	1026
102602	1026
102603	1026
102604	1026
102605	1026
102606	1026
200102	2001
200103	2001
200104	2001
200105	2001
200201	2002
200202	2002
200203	2002
200204	2002
200301	2003
200302	2003
200303	2003
200402	2004
200403	2004
200404	2004
200502	2005
200503	2005
200504	2005
200505	2005
200601	2006
200602	2006
200603	2006
200604	2006
200701	2007
200702	2007
200703	2007
200706	2007
200801	2008
200802	2008
200803	2008
200806	2008
200902	2009
200903	2009
200904	2009
200907	2009
201002	2010
201003	2010
201004	2010
201007	2010
201102	2011
201103	2011
201104	2011
201107	2011
201202	2012
201203	2012
201204	2012
201301	2013
201302	2013
201303	2013
201304	2013
201305	2013
201401	2014
201402	2014
201403	2014
201404	2014
201405	2014
201502	2015
201503	2015
201504	2015
201505	2015
201506	2015
201602	2016
201603	2016
201604	2016
201605	2016
201702	2017
201703	2017
201704	2017
201705	2017
201802	2018
201803	2018
201804	2018
201806	2018
201902	2019
201903	2019
201904	2019
201905	2019
202002	2020
202003	2020
202004	2020
202006	2020
202102	2021
202103	2021
202104	2021
202106	2021
202203	2022
202204	2022
202206	2022
202303	2023
202304	2023
202306	2023
202402	2024
202404	2024
202405	2024
202407	2024
202503	2025
202504	2025
202506	2025
202603	2026
202604	2026
202605	2026
202606	2026
202608	2026
202703	2027
202704	2027
202705	2027
202706	2027
202707	2027
202803	2028
202804	2028
202805	2028
202806	2028
202807	2028
202808	2028
202903	2029
202904	2029
202905	2029
202906	2029
202907	2029
203003	2030
203004	2030
203005	2030
203006	2030
203007	2030
203103	2031
203104	2031
203105	2031
203106	2031
203107	2031
203202	2032
203203	2032
203204	2032
203205	2032
203206	2032
203207	2032
203301	2033
203303	2033
203304	2033
203305	2033
203306	2033
203307	2033
203308	2033
203402	2034
203404	2034
203405	2034
203406	2034
203407	2034
203408	2034
203501	2035
203503	2035
203504	2035
203505	2035
203506	2035
203507	2035
203602	2036
203603	2036
203604	2036
203605	2036
203606	2036
203607	2036
203608	2036
203702	2037
203703	2037
203704	2037
203705	2037
203706	2037
203707	2037
203802	2038
203803	2038
203804	2038
203805	2038
203806	2038
203807	2038
203808	2038
203902	2039
203903	2039
203904	2039
203905	2039
203906	2039
203907	2039
203908	2039
204002	2040
204003	2040
204004	2040
204005	2040
204006	2040
204007	2040
204008	2040
204102	2041
204103	2041
204104	2041
204105	2041
204106	2041
204107	2041
204108	2041
204202	2042
204203	2042
204204	2042
204205	2042
204206	2042
204207	2042
204208	2042
204302	2043
204303	2043
204304	2043
204305	2043
204306	2043
204307	2043
204308	2043
204309	2043
204401	2044
204402	2044
204403	2044
204404	2044
204405	2044
204406	2044
204407	2044
204408	2044
204501	2045
204502	2045
204503	2045
204504	2045
204505	2045
204506	2045
204507	2045
204508	2045
204601	2046
204602	2046
204603	2046
204604	2046
204605	2046
204606	2046
204607	2046
204608	2046
204701	2047
204702	2047
204703	2047
204704	2047
204705	2047
204706	2047
204707	2047
204801	2048
204802	2048
204803	2048
204804	2048
204805	2048
204806	2048
204807	2048
204901	2049
204902	2049
204903	2049
204904	2049
204905	2049
204906	2049
204907	2049
205003	2050
205004	2050
205005	2050
205006	2050
205104	2051
205105	2051
205106	2051
205107	2051
205108	2051
205204	2052
205205	2052
205206	2052
205207	2052
205303	2053
205304	2053
205305	2053
205306	2053
205307	2053
205308	2053
205402	2054
205403	2054
205404	2054
205405	2054
205406	2054
205407	2054
300101	3001
300102	3001
300103	3001
300104	3001
300105	3001
300106	3001
300107	3001
300108	3001
300109	3001
300110	3001
300111	3001
300201	3002
300202	3002
300203	3002
300204	3002
300205	3002
300206	3002
300207	3002
300208	3002
300209	3002
300210	3002
300211	3002
300212	3002
300213	3002
300301	3003
300302	3003
300303	3003
300304	3003
300305	3003
300306	3003
300307	3003
300308	3003
300309	3003
300310	3003
300311	3003
300401	3004
300402	3004
300403	3004
300404	3004
300405	3004
300406	3004
300407	3004
300408	3004
300409	3004
300410	3004
300411	3004
300501	3005
300502	3005
300503	3005
300504	3005
300505	3005
300506	3005
300507	3005
300508	3005
300601	3006
300602	3006
300603	3006
300604	3006
300605	3006
300606	3006
300607	3006
300701	3007
300702	3007
300703	3007
300704	3007
300705	3007
300801	3008
300802	3008
300803	3008
300804	3008
300806	3008
300807	3008
300901	3009
300902	3009
300903	3009
300905	3009
300906	3009
301001	3010
301002	3010
301003	3010
301004	3010
301005	3010
301006	3010
301101	3011
301102	3011
301103	3011
301104	3011
301105	3011
301106	3011
301107	3011
301201	3012
301202	3012
301203	3012
301204	3012
301205	3012
301206	3012
301301	3013
301302	3013
301303	3013
301304	3013
301305	3013
301306	3013
301307	3013
301308	3013
301309	3013
301401	3014
301402	3014
301403	3014
301404	3014
301405	3014
301406	3014
301407	3014
301408	3014
301409	3014
301501	3015
301502	3015
301503	3015
301504	3015
301505	3015
301506	3015
301507	3015
301508	3015
301601	3016
301602	3016
301603	3016
301604	3016
301605	3016
301701	3017
301702	3017
301703	3017
301704	3017
301705	3017
301706	3017
301801	3018
301802	3018
301901	3019
301902	3019
302001	3020
302101	3021
302102	3021
302103	3021
302201	3022
302202	3022
302203	3022
302204	3022
302301	3023
302302	3023
302303	3023
302304	3023
302401	3024
302402	3024
302403	3024
302501	3025
302502	3025
302503	3025
302601	3026
302602	3026
302603	3026
302604	3026
302701	3027
302702	3027
302703	3027
302801	3028
302802	3028
302803	3028
400101	4001
400102	4001
400103	4001
400203	4002
400204	4002
400205	4002
400303	4003
400304	4003
400305	4003
400405	4004
400406	4004
400407	4004
400408	4004
400504	4005
400505	4005
400506	4005
400507	4005
400604	4006
400605	4006
400606	4006
400704	4007
400705	4007
400706	4007
400804	4008
400805	4008
400806	4008
400807	4008
400903	4009
400904	4009
400905	4009
400906	4009
401004	4010
401005	4010
401006	4010
401007	4010
401103	4011
401104	4011
401105	4011
401106	4011
401203	4012
401204	4012
401205	4012
401303	4013
401304	4013
401305	4013
401306	4013
401401	4014
401402	4014
401403	4014
401501	4015
401502	4015
401601	4016
401602	4016
500101	5001
500102	5001
500103	5001
500104	5001
500105	5001
500106	5001
500201	5002
500202	5002
500203	5002
500204	5002
500205	5002
500206	5002
500301	5003
500302	5003
500303	5003
500304	5003
500305	5003
500306	5003
500401	5004
500402	5004
500403	5004
500404	5004
500405	5004
500406	5004
500501	5005
500502	5005
500503	5005
500504	5005
500505	5005
500601	5006
500602	5006
500603	5006
500604	5006
500605	5006
500701	5007
500702	5007
500703	5007
500704	5007
500705	5007
500706	5007
500801	5008
500802	5008
500803	5008
500804	5008
500805	5008
500901	5009
500902	5009
500903	5009
500904	5009
500905	5009
500906	5009
501001	5010
501002	5010
501003	5010
501004	5010
501005	5010
501006	5010
501007	5010
501101	5011
501102	5011
501103	5011
501104	5011
501105	5011
501106	5011
501107	5011
501201	5012
501202	5012
501203	5012
501204	5012
501205	5012
501206	5012
501301	5013
501302	5013
501303	5013
501304	5013
501305	5013
501306	5013
501401	5014
501402	5014
501403	5014
501404	5014
