1001	1	0.772313
1001	2	0.205885
1001	3	0.008937
1001	4	0.012436
1001	5	0.000428
1002	1	0.734146
1002	2	0.042470
1002	3	0.027544
1002	4	0.195373
1002	5	0.000467
1003	1	0.077775
1003	2	0.610994
1003	3	0.053127
1003	4	0.258018
1003	5	0.000086
1004	1	0.617371
1004	2	0.132221
1004	3	0.001437
1004	4	0.248752
1004	5	0.000220
1005	1	0.492010
1005	2	0.374492
1005	3	0.001477
1005	4	0.131928
1005	5	0.000092
1006	1	0.689897
1006	2	0.095747
1006	3	0.006952
1006	4	0.205897
1006	5	0.001506
1007	1	0.842642
1007	2	0.042742
1007	3	0.001848
1007	4	0.112686
1007	5	0.000081
1008	1	0.650227
1008	2	0.007572
1008	3	0.012222
1008	4	0.329904
1008	5	0.000075
1009	1	0.206261
1009	2	0.078637
1009	3	0.003273
1009	4	0.711555
1009	5	0.000274
1010	1	0.826718
1010	2	0.013428
1010	3	0.003696
1010	4	0.153442
1010	5	0.002717
1011	1	0.275743
1011	2	0.009711
1011	3	0.007155
1011	4	0.706235
1011	5	0.001155
1012	1	0.874600
1012	2	0.004565
1012	3	0.065636
1012	4	0.055187
1012	5	0.000011
1013	1	0.992536
1013	2	0.000085
1013	3	0.000047
1013	4	0.007332
1013	5	0.000000
1014	1	0.514221
1014	2	0.000297
1014	3	0.201717
1014	4	0.283764
1014	5	0.000002
1015	1	0.978880
1015	2	0.001040
1015	3	0.001078
1015	4	0.019002
1015	5	0.000000
1016	1	0.940884
1016	2	0.000247
1016	3	0.011544
1016	4	0.047323
1016	5	0.000003
1017	1	0.963302
1017	2	0.000039
1017	3	0.000523
1017	4	0.036132
1017	5	0.000004
1018	1	0.992945
1018	2	0.000050
1018	3	0.000145
1018	4	0.006859
1018	5	0.000000
1019	1	0.043184
1019	2	0.000074
1019	3	0.000443
1019	4	0.956279
1019	5	0.000021
1020	1	0.928376
1020	2	0.004687
1020	3	0.008739
1020	4	0.048905
1020	5	0.009293
1021	1	0.947945
1021	2	0.010293
1021	3	0.002282
1021	4	0.039438
1021	5	0.000042
1022	1	0.952001
1022	2	0.013150
1022	3	0.010222
1022	4	0.021740
1022	5	0.002886
1023	1	0.875486
1023	2	0.041292
1023	3	0.012888
1023	4	0.064533
1023	5	0.005800
1024	1	0.945261
1024	2	0.009105
1024	3	0.007284
1024	4	0.038021
1024	5	0.000330
1025	1	0.784391
1025	2	0.152352
1025	3	0.022492
1025	4	0.040542
1025	5	0.000223
1026	1	0.678043
